PO_Item_Code,Ordered,Unit_Cost,Department_Name,Department_Code,Order_Date
44-10549S,2.0,12.99,026402 Painters,026402,2024-06-24
58-00409,1.0,229.04,026404 Plumbing,026404,2024-08-13
22-12922,1.0,62.0,026401 Electricians,026401,2024-10-09
59-13346,1.0,114.64,026404 Plumbing,026404,2024-11-25
90-10091,20.0,7.62,026809 Preventive Maintenance,026809,2024-12-10
71-00644,1.0,665.26,026403 Mechanicals,026403,2025-01-09
90-11210K,6.0,10.23,026809 Preventive Maintenance,026809,2025-02-25
95-10146,1.0,34.86,026809 Preventive Maintenance,026809,2025-02-27
95-10090S,2.0,59.95,026809 Preventive Maintenance,026809,2025-02-05
95-10090S,1.0,79.95,026809 Preventive Maintenance,026809,2025-02-05
71-57024,2.0,28.0,026403 Mechanicals,026403,2025-03-17
90-10445,1.0,155.59,026809 Preventive Maintenance,026809,2024-10-29
15-11237,2.0,15.47,026400 Carpenters,026400,2025-01-30
44-10478,4.0,97.35,026402 Painters,026402,2024-06-24
44-10538,3.0,97.35,026402 Painters,026402,2024-06-24
15-26633,15.0,207.0877,026400 Carpenters,026400,2025-02-11
35-10568K,5.0,15.92,026809 Preventive Maintenance,026809,2025-02-25
71-00671,1.0,396.6119,026403 Mechanicals,026403,2025-03-20
59-10316S,20.0,4.533,026404 Plumbing,026404,2024-06-24
71-00214,1.0,1616.93,026403 Mechanicals,026403,2024-12-13
25-50549,2.0,90.0,026401 Electricians,026401,2025-02-07
44-10164,2.0,63.99,026402 Painters,026402,2024-06-24
35-51012,12.0,29.707,026404 Plumbing,026404,2024-06-24
Custodial Tool,1.0,206.66,026803 Custodial Services,026803,2024-08-28
22-12912,1.0,27.52,026401 Electricians,026401,2024-09-23
22-12912,1.0,27.52,026401 Electricians,026401,2024-10-09
55-54551S,6.0,2.981,026404 Plumbing,026404,2024-06-24
58-00512,1.0,51.41,026404 Plumbing,026404,2025-04-10
58-11203,1.0,81.28,026404 Plumbing,026404,2024-11-13
53-50001,1.0,191.36,026404 Plumbing,026404,2024-12-26
71-10108S,25.0,0.12,026403 Mechanicals,026403,2025-02-06
71-12425,3.0,16.25,026403 Mechanicals,026403,2025-02-06
22-11820,1.0,101.19,026804 Stores,026804,2025-05-06
30-24500,20.0,6.62,026803 Custodial Services,026803,2024-08-28
59-10517S,8.0,2.44,026404 Plumbing,026404,2024-11-15
15-26863S,24.0,9.17,026400 Carpenters,026400,2024-12-20
91-00338,15.0,40.49,026809 Preventive Maintenance,026809,2025-03-12
58-00510,1.0,51.41,026404 Plumbing,026404,2025-04-02
59-10432,3.0,3.34,026404 Plumbing,026404,2024-11-15
90-11017K,5.0,4.76,026809 Preventive Maintenance,026809,2025-05-12
25-10347,2.0,77.5,026401 Electricians,026401,2024-07-09
71-00585,2.0,18.9004,026403 Mechanicals,026403,2024-09-30
71-00589,1.0,230.95,026403 Mechanicals,026403,2024-10-11
22-12939,1.0,665.0,026401 Electricians,026401,2025-01-02
20-10923,2.0,290.69,026401 Electricians,026401,2025-03-17
58-11893,4.0,24.98,026404 Plumbing,026404,2025-01-27
71-00663,2.0,76.1333,026403 Mechanicals,026403,2025-03-13
58-00508,1.0,326.32,026404 Plumbing,026404,2025-03-28
40-10426,5.0,28.86,026808 Facility Repair,026808,2024-06-07
59-10492,8.0,1.13,026404 Plumbing,026404,2024-11-15
35-10749S,100.0,4.26,026809 Preventive Maintenance,026809,2024-12-04
22-12955,1.0,221.86,026909 Electrical_Elevator_Inventory,026909,2025-03-07
35-10397K,2.0,51.44,026804 Stores,026804,2025-03-26
22-12943,2.0,120.0,026401 Electricians,026401,2025-01-10
30-10040S,260.0,18.28,026803 Custodial Services,026803,2024-10-23
90-52058,2.0,61.68,026809 Preventive Maintenance,026809,2025-04-28
22-10207,6.0,9.26,026401 Electricians,026401,2024-08-26
35-10744S,1.0,145.11,026403 Mechanicals,026403,2024-10-30
58-00444,30.0,1.35,026404 Plumbing,026404,2025-04-08
58-00138,3.0,37.41,026404 Plumbing,026404,2024-08-19
22-12971,4.0,106.24,026401 Electricians,026401,2025-04-24
20-53097S,100.0,4.0249,026804 Stores,026804,2025-05-06
44-10297,2.0,3.42,026402 Painters,026402,2024-11-07
71-00554,1.0,30.98,026403 Mechanicals,026403,2024-12-06
20-10619,4.0,504.55,026401 Electricians,026401,2024-12-23
58-00465,1.0,13.41,026404 Plumbing,026404,2025-01-07
44-10575S,1.0,8.99,026402 Painters,026402,2025-03-07
71-00616,2.0,36.92,026403 Mechanicals,026403,2024-11-13
58-00430,24.0,3.21,026404 Plumbing,026404,2024-11-18
71-00629,3.0,149.9467,026403 Mechanicals,026403,2024-12-13
58-00500,1.0,12.38,026404 Plumbing,026404,2025-03-14
71-00591,1.0,1093.4,026403 Mechanicals,026403,2024-10-11
25-10518,2.0,382.95,026401 Electricians,026401,2025-01-06
59-11388S,25.0,1.84,026404 Plumbing,026404,2025-02-03
FAC REP Tool,2.0,2.52,026808 Facility Repair,026808,2024-11-20
FAC REP Tool,3.0,1.15,026808 Facility Repair,026808,2024-11-20
FAC REP Tool,1.0,6.6,026808 Facility Repair,026808,2024-11-20
Electrical Tool,2.0,55.54,026401 Electricians,026401,2024-12-10
Plumbing Tool,1.0,61.46,026404 Plumbing,026404,2025-01-14
35-10013S,6.0,9.8,026404 Plumbing,026404,2024-12-13
70-17073S,1.0,68.41,026403 Mechanicals,026403,2024-12-20
59-12261,2.0,81.1,026404 Plumbing,026404,2025-01-08
90-10084,36.0,5.96,026809 Preventive Maintenance,026809,2025-02-24
70-11229,10.0,168.94,026403 Mechanicals,026403,2025-03-03
20-12187,1.0,235.94,026909 Electrical_Elevator_Inventory,026909,2025-03-10
71-00665,1.0,172.98,026403 Mechanicals,026403,2025-03-14
25-10524,2.0,202.87,026401 Electricians,026401,2025-04-24
Facility Repair Tool,1.0,25.5,026808 Facility Repair,026808,2024-05-28
58-00446,1.0,3.36,026404 Plumbing,026404,2025-03-14
59-11287,1.0,8.43,026404 Plumbing,026404,2025-03-14
58-00504,1.0,14.3,026404 Plumbing,026404,2025-03-14
58-00485,2.0,3.75,026404 Plumbing,026404,2025-02-10
70-19228,4.0,77.2168,026403 Mechanicals,026403,2025-03-04
35-51688S,5.0,1.65,026401 Electricians,026401,2024-12-04
59-11071,4.0,19.31,026404 Plumbing,026404,2025-03-31
35-51018,4.0,282.642,026404 Plumbing,026404,2024-05-15
55-53592S,3.0,5.695,026404 Plumbing,026404,2024-05-15
15-11209,80.0,21.65,026400 Carpenters,026400,2024-06-07
90-10603K,2.0,40.53,026809 Preventive Maintenance,026809,2024-07-23
59-11342,6.0,6.288,026404 Plumbing,026404,2024-06-24
15-11244,2.0,113.35,026400 Carpenters,026400,2025-05-07
30-10126S,90.0,4.42,026803 Custodial Services,026803,2024-10-11
22-50467,5.0,34.4,026401 Electricians,026401,2024-07-31
22-12906,6.0,25.37,026401 Electricians,026401,2024-08-26
22-10209,6.0,9.96,026401 Electricians,026401,2024-08-26
71-00603S,1.0,140.97,026403 Mechanicals,026403,2024-10-30
44-10294,1.0,66.39,026402 Painters,026402,2024-11-07
70-11117,2.0,33.92,026403 Mechanicals,026403,2025-02-21
40-10168,5.0,47.97,026808 Facility Repair,026808,2025-03-07
59-11416S,4.0,2.401,026404 Plumbing,026404,2024-06-24
35-10743S,1.0,73.94,026403 Mechanicals,026403,2024-10-30
22-12951,1.0,149.95,026401 Electricians,026401,2025-02-05
44-10428,1.0,10.36,026402 Painters,026402,2025-03-07
58-00102S,8.0,5.48,026404 Plumbing,026404,2025-01-08
20-10737,175.0,3.29,026401 Electricians,026401,2024-09-23
20-10682S,25.0,4.5532,026401 Electricians,026401,2024-09-26
20-10017S,100.0,0.9286,026401 Electricians,026401,2024-09-26
22-12937,1.0,77.55,026401 Electricians,026401,2024-12-13
91-00361K,2.0,24.27,026809 Preventive Maintenance,026809,2024-12-20
15-10329,1.0,121.39,026400 Carpenters,026400,2024-12-26
71-11687,10.0,11.44,026403 Mechanicals,026403,2025-01-09
35-10769,1.0,128.57,026403 Mechanicals,026403,2025-03-14
95-10136S,2.0,82.7,026809 Preventive Maintenance,026809,2025-03-31
20-12058,5.0,28.0,026401 Electricians,026401,2024-07-17
59-12229,2.0,73.56,026404 Plumbing,026404,2025-01-14
71-11932S,10.0,9.05,026403 Mechanicals,026403,2024-06-24
20-10354,2.0,46.83,026401 Electricians,026401,2025-02-11
35-10753,1.0,118.63,026403 Mechanicals,026403,2024-12-06
25-10477,20.0,26.67,026401 Electricians,026401,2025-01-22
15-11241,3.0,14.03,026400 Carpenters,026400,2025-02-06
20-11453,1.0,28.59,026401 Electricians,026401,2025-02-11
30-22040S,4.0,53.67,026803 Custodial Services,026803,2025-02-25
22-50320,5.0,9.96,026401 Electricians,026401,2024-05-15
71-00686,2.0,55.9682,026403 Mechanicals,026403,2025-04-15
15-26633,12.0,188.25,026400 Carpenters,026400,2024-09-17
70-11663,1.0,381.51,026403 Mechanicals,026403,2024-11-21
70-11663,1.0,381.51,026403 Mechanicals,026403,2024-11-21
15-26633,25.0,207.0874,026400 Carpenters,026400,2024-12-26
71-12899,2.0,265.0,026403 Mechanicals,026403,2024-06-12
70-19219,4.0,38.1063,026403 Mechanicals,026403,2024-11-25
30-10537,10.0,44.67,026803 Custodial Services,026803,2024-05-31
53-50001,6.0,191.36,026404 Plumbing,026404,2024-12-26
58-11203,6.0,88.64,026404 Plumbing,026404,2025-01-14
71-10108S,25.0,0.278,026403 Mechanicals,026403,2024-06-24
71-53359,8.0,29.038,026403 Mechanicals,026403,2024-06-24
35-51012,4.0,29.707,026403 Mechanicals,026403,2024-06-24
71-10448S,4.0,21.877,026403 Mechanicals,026403,2024-06-24
Lock/Facility Repair Tool,1.0,115.66,026808 Facility Repair,026808,2024-08-28
71-00547,1.0,242.39,026403 Mechanicals,026403,2024-07-09
58-00434,1.0,181.35,026404 Plumbing,026404,2024-12-04
58-00440,1.0,12.29,026404 Plumbing,026404,2024-12-11
59-12788,2.0,738.0,026404 Plumbing,026404,2025-01-09
20-10485,5.0,31.43,026401 Electricians,026401,2024-08-09
90-11269K,4.0,57.55,026809 Preventive Maintenance,026809,2024-08-27
71-00582,1.0,525.0,026403 Mechanicals,026403,2024-09-11
58-00423,1.0,18.66,026404 Plumbing,026404,2024-11-18
59-13036,20.0,7.96,026404 Plumbing,026404,2025-01-09
59-13029,2.0,30.49,026404 Plumbing,026404,2025-01-09
58-14001,2.0,58.74,026404 Plumbing,026404,2025-01-17
71-00656,1.0,219.33,026403 Mechanicals,026403,2025-03-04
91-00341,1.0,121.3,026809 Preventive Maintenance,026809,2024-10-09
90-52058,1.0,61.68,026809 Preventive Maintenance,026809,2025-01-14
44-10565S,6.0,3.14,026402 Painters,026402,2025-02-05
44-10464,24.0,5.94,026402 Painters,026402,2025-02-05
70-11229,6.0,168.94,026403 Mechanicals,026403,2025-02-12
35-10766,4.0,7.49,026404 Plumbing,026404,2025-02-14
35-10697,6.0,43.56,026808 Facility Repair,026808,2025-03-06
90-52058,2.0,61.68,026809 Preventive Maintenance,026809,2025-04-03
PM Tool,5.0,7.58,026809 Preventive Maintenance,026809,2024-10-23
59-13594,2.0,868.24,026404 Plumbing,026404,2025-01-09
58-00456,2.0,56.33,026404 Plumbing,026404,2025-01-09
59-10307S,90.0,3.61,026404 Plumbing,026404,2025-01-14
70-19207,2.0,158.1195,026403 Mechanicals,026403,2025-03-11
20-10809,2.0,115.35,026401 Electricians,026401,2024-08-07
20-11886,8.0,41.03,026401 Electricians,026401,2024-10-08
71-00627,1.0,65.0,026403 Mechanicals,026403,2024-12-13
71-00642,1.0,720.0,026403 Mechanicals,026403,2025-01-08
55-54443S,10.0,4.663,026404 Plumbing,026404,2024-05-28
35-57091S,1.0,5.2,026404 Plumbing,026404,2024-06-07
58-00462,1.0,26.38,026404 Plumbing,026404,2025-02-05
44-10556S,2.0,12.73,026402 Painters,026402,2025-02-25
70-19127,4.0,161.7825,026403 Mechanicals,026403,2025-03-11
58-00430,10.0,3.21,026404 Plumbing,026404,2025-03-20
95-11080S,16.0,39.8984,026809 Preventive Maintenance,026809,2025-01-15
44-10672S,8.0,5.1,026402 Painters,026402,2025-02-05
44-10554S,2.0,6.36,026402 Painters,026402,2025-02-05
59-11071,2.0,29.425,026404 Plumbing,026404,2024-05-28
22-11822S,2.0,224.12,026401 Electricians,026401,2024-07-05
20-10549,90.0,2.78,026401 Electricians,026401,2024-08-09
44-10297,6.0,3.84,026402 Painters,026402,2025-02-05
44-10540,4.0,47.0,026402 Painters,026402,2025-02-05
44-10573S,1.0,14.41,026402 Painters,026402,2025-02-25
35-10771,32.0,2.648,026403 Mechanicals,026403,2025-03-14
44-10579,1.0,39.13,026808 Facility Repair,026808,2025-03-31
59-10275S,6.0,5.562,026404 Plumbing,026404,2024-05-28
59-11280S,2.0,4.199,026404 Plumbing,026404,2024-05-28
71-00529,4.0,7.74,026403 Mechanicals,026403,2024-05-15
91-00323K,4.0,13.92,026809 Preventive Maintenance,026809,2024-06-19
22-12671,1.0,9133.0,026401 Electricians,026401,2025-04-28
PM  TOOL,2.0,89.0,026809 Preventive Maintenance,026809,2024-08-01
91-00331,1.0,949.0,026809 Preventive Maintenance,026809,2024-08-01
15-11226,8.0,52.9425,026400 Carpenters,026400,2025-05-14
58-00511,1.0,1463.9,026404 Plumbing,026404,2025-04-09
58-00454,10.0,4.46,026404 Plumbing,026404,2025-04-22
30-10460S,300.0,18.18,026803 Custodial Services,026803,2024-08-28
15-50321,26.0,9.162,026400 Carpenters,026400,2024-12-10
91-00178,2.0,223.99,026809 Preventive Maintenance,026809,2024-12-13
22-11271S,2.0,98.63,026909 Electrical_Elevator_Inventory,026909,2025-03-11
22-12915,2.0,221.13,026401 Electricians,026401,2025-04-01
59-10819,25.0,2.57,026404 Plumbing,026404,2025-01-07
58-00503,1.0,3.49,026404 Plumbing,026404,2025-03-14
59-11387S,4.0,2.104,026404 Plumbing,026404,2024-05-15
71-00615,2.0,33.41,026403 Mechanicals,026403,2024-11-13
71-00617,2.0,17.66,026403 Mechanicals,026403,2024-11-13
30-10460S,300.0,18.18,026803 Custodial Services,026803,2024-11-18
70-11042,4.0,45.8,026403 Mechanicals,026403,2025-01-14
58-00501,1.0,7.09,026404 Plumbing,026404,2025-03-14
59-12568,1.0,12.8,026404 Plumbing,026404,2025-03-14
35-51097,6.0,10.652,026404 Plumbing,026404,2024-05-15
35-10341K,12.0,3.86,026804 Stores,026804,2024-06-05
30-10822,120.0,2.4,026803 Custodial Services,026803,2025-01-22
Custodial Tool,2.0,125.06,026803 Custodial Services,026803,2024-07-09
58-00430,20.0,4.22,026404 Plumbing,026404,2025-04-08
44-10243,1.0,96.05,026402 Painters,026402,2024-07-17
58-00510,1.0,51.41,026404 Plumbing,026404,2025-04-09
91-00338,20.0,38.77,026809 Preventive Maintenance,026809,2024-10-07
59-12702,2.0,18.304,026404 Plumbing,026404,2024-06-24
59-11268,3.0,5.534,026404 Plumbing,026404,2024-06-24
71-00552,1.0,258.14,026403 Mechanicals,026403,2024-07-23
70-11447,50.0,0.85,026403 Mechanicals,026403,2024-07-23
59-11297,1.0,41.23,026404 Plumbing,026404,2024-08-07
59-11297,3.0,41.23,026404 Plumbing,026404,2024-08-16
58-00444,20.0,0.89,026404 Plumbing,026404,2025-04-09
40-10427,2.0,71.47,026808 Facility Repair,026808,2024-07-17
71-13248,1.0,335.0,026403 Mechanicals,026403,2024-07-23
30-10815,250.0,2.23,026803 Custodial Services,026803,2024-08-07
30-10611S,10.0,10.45,026803 Custodial Services,026803,2024-08-22
59-10843S,10.0,1.07,026404 Plumbing,026404,2025-01-07
59-10818,10.0,2.14,026404 Plumbing,026404,2025-01-07
59-11080,1.0,149.25,026404 Plumbing,026404,2025-01-28
59-11589S,10.0,0.7,026404 Plumbing,026404,2025-03-14
58-00502,2.0,16.78,026404 Plumbing,026404,2025-03-14
59-11539,1.0,5.3,026404 Plumbing,026404,2025-03-14
58-11018,3.0,13.34,026404 Plumbing,026404,2025-03-14
59-11310,2.0,24.59,026404 Plumbing,026404,2024-08-07
59-11485,2.0,20.42,026404 Plumbing,026404,2024-08-07
59-11485,1.0,20.42,026404 Plumbing,026404,2024-08-16
59-11310,2.0,24.59,026404 Plumbing,026404,2024-08-16
35-10742S,1.0,74.59,026403 Mechanicals,026403,2024-10-30
44-10563S,1.0,25.47,026402 Painters,026402,2024-11-07
71-10437S,12.0,12.68,026403 Mechanicals,026403,2025-01-27
71-00614,1.0,6.31,026403 Mechanicals,026403,2024-11-13
30-23530,100.0,32.1,026803 Custodial Services,026803,2024-11-18
44-10478,2.0,97.35,026402 Painters,026402,2024-11-20
59-11941,1.0,364.64,026403 Mechanicals,026403,2024-12-20
59-11414S,10.0,3.06,026404 Plumbing,026404,2025-01-07
71-00648,2.0,38.3542,026403 Mechanicals,026403,2025-01-14
59-11414S,9.0,3.06,026404 Plumbing,026404,2025-04-01
70-11559S,1.0,62.18,026403 Mechanicals,026403,2025-04-02
71-57024,1.0,26.6,026403 Mechanicals,026403,2025-01-14
71-51006,2.0,125.46,026403 Mechanicals,026403,2025-02-03
71-51006,2.0,125.46,026404 Plumbing,026404,2025-02-03
55-53844,1.0,32.007,026404 Plumbing,026404,2024-05-15
30-24500,50.0,6.62,026803 Custodial Services,026803,2024-06-12
40-10144,1.0,640.0,026808 Facility Repair,026808,2024-06-24
71-00439,1.0,435.0,026403 Mechanicals,026403,2025-02-05
58-00444,20.0,0.89,026404 Plumbing,026404,2025-03-31
25-10497,20.0,11.31,026401 Electricians,026401,2024-06-05
59-13556,1.0,167.35,026404 Plumbing,026404,2024-12-30
20-10738,45.0,1.09,026401 Electricians,026401,2024-08-09
15-11226,14.0,72.7808,026400 Carpenters,026400,2024-12-10
58-00455,1.0,59.14,026404 Plumbing,026404,2025-01-09
44-10493S,6.0,11.05,026402 Painters,026402,2025-02-05
91-00034,2.0,24.97,026809 Preventive Maintenance,026809,2024-12-20
30-10119S,240.0,4.42,026803 Custodial Services,026803,2024-09-23
71-00227,2.0,131.6665,026403 Mechanicals,026403,2024-10-04
30-10119S,150.0,4.42,026803 Custodial Services,026803,2024-10-11
35-10726,20.0,0.2,026400 Carpenters,026400,2024-10-07
35-12341,2.0,6.36,026400 Carpenters,026400,2024-10-07
59-11572S,30.0,2.21,026404 Plumbing,026404,2024-12-11
58-00457,1.0,307.8,026404 Plumbing,026404,2025-01-09
59-11572S,90.0,2.21,026404 Plumbing,026404,2025-01-14
59-12828,1.0,53.41,026404 Plumbing,026404,2025-01-17
35-10737,2.0,15.75,026403 Mechanicals,026403,2024-10-16
22-12942,2.0,29.2,026401 Electricians,026401,2025-01-10
35-51798S,4.0,21.65,026809 Preventive Maintenance,026809,2025-01-14
44-10574S,1.0,11.89,026402 Painters,026402,2025-02-25
59-11435,10.0,7.434,026404 Plumbing,026404,2024-05-28
44-10152S,6.0,18.68,026402 Painters,026402,2025-02-05
44-10486,8.0,48.0,026402 Painters,026402,2025-02-05
44-10555S,6.0,5.94,026402 Painters,026402,2025-02-05
44-10150,1.0,10.21,026402 Painters,026402,2025-02-25
44-10572S,5.0,1.95,026402 Painters,026402,2025-02-25
59-10267S,2.0,7.443,026404 Plumbing,026404,2024-05-28
59-11387S,20.0,2.104,026404 Plumbing,026404,2024-05-28
59-11260S,8.0,1.38,026404 Plumbing,026404,2024-05-28
59-12570,3.0,12.497,026404 Plumbing,026404,2024-05-28
59-13556,1.0,167.35,026404 Plumbing,026404,2025-03-19
58-00454,3.0,4.46,026404 Plumbing,026404,2025-03-20
59-11729S,4.0,14.888,026404 Plumbing,026404,2024-05-28
59-11729S,4.0,14.888,026404 Plumbing,026404,2024-05-28
Tool,1.0,95.53,026807 A&E Services,026807,2024-05-21
15-11227,24.0,1.044,026400 Carpenters,026400,2024-12-10
30-10780S,90.0,4.27,026803 Custodial Services,026803,2024-12-27
30-10780S,150.0,4.27,026803 Custodial Services,026803,2024-06-12
22-50467,54.0,34.4,026401 Electricians,026401,2024-08-07
70-11143,2.0,415.51,026403 Mechanicals,026403,2024-10-28
59-11414S,12.0,3.06,026404 Plumbing,026404,2025-04-22
95-10150S,1.0,72.78,026809 Preventive Maintenance,026809,2025-04-24
90-11529,3.0,51.62,026809 Preventive Maintenance,026809,2024-08-27
90-11292K,3.0,32.86,026809 Preventive Maintenance,026809,2024-08-27
91-00223K,3.0,27.63,026809 Preventive Maintenance,026809,2024-08-27
15-11217,3.0,26.07,026400 Carpenters,026400,2024-08-05
71-00578,2.0,492.74,026403 Mechanicals,026403,2024-08-22
30-21005,5.0,118.54,026803 Custodial Services,026803,2024-10-30
59-13421,1.0,29.66,026404 Plumbing,026404,2024-06-26
53-50001,3.0,191.36,026404 Plumbing,026404,2024-07-12
59-11297,1.0,39.51,026404 Plumbing,026404,2024-07-23
35-10727,20.0,0.7,026400 Carpenters,026400,2024-10-07
58-00305,10.0,1.27,026404 Plumbing,026404,2024-12-11
58-00442,1.0,9.59,026404 Plumbing,026404,2024-12-11
58-00458,2.0,27.74,026404 Plumbing,026404,2025-01-09
22-50320,15.0,9.96,026401 Electricians,026401,2024-07-05
20-10487,15.0,1.88,026401 Electricians,026401,2024-07-05
20-10737,45.0,3.29,026401 Electricians,026401,2024-08-09
20-11210,2.0,59.38,026401 Electricians,026401,2024-08-09
59-11434,4.0,5.04,026404 Plumbing,026404,2025-04-22
59-11485,2.0,19.51,026404 Plumbing,026404,2024-07-23
35-20044K,8.0,38.6525,026804 Stores,026804,2024-06-05
35-51012,1.0,29.707,026404 Plumbing,026404,2024-05-15
59-12656,1.0,20.781,026404 Plumbing,026404,2024-05-15
59-13459,1.0,6.143,026404 Plumbing,026404,2024-05-15
59-11853,2.0,31.8,026404 Plumbing,026404,2024-07-23
58-00421,1.0,125.18,026404 Plumbing,026404,2024-11-18
59-13027,1.0,67.6,026404 Plumbing,026404,2025-01-09
35-10736,1.0,80.13,026403 Mechanicals,026403,2024-10-16
90-11228K,4.0,13.04,026809 Preventive Maintenance,026809,2024-12-20
91-00140,6.0,10.46,026809 Preventive Maintenance,026809,2024-12-20
35-10756S,4.0,17.93,026809 Preventive Maintenance,026809,2025-01-14
90-11210K,3.0,10.75,026809 Preventive Maintenance,026809,2024-12-20
44-10478,3.0,97.35,026402 Painters,026402,2025-02-11
44-10568S,6.0,17.0,026402 Painters,026402,2025-02-05
58-10244,6.0,17.876,026404 Plumbing,026404,2024-05-28
44-10571S,1.0,10.63,026402 Painters,026402,2025-02-25
58-00388,1.0,141.4,026404 Plumbing,026404,2024-06-13
22-10626,6.0,14.68,026401 Electricians,026401,2024-05-30
91-00321K,6.0,11.59,026809 Preventive Maintenance,026809,2024-06-19
59-11268,4.0,5.534,026404 Plumbing,026404,2024-05-28
59-12622S,2.0,7.284,026404 Plumbing,026404,2024-05-28
59-12123S,6.0,1.94,026404 Plumbing,026404,2024-05-28
59-12123S,6.0,1.94,026404 Plumbing,026404,2024-05-28
